freq,word,exfreq,LL,sig
2, 'the',547.0,0.3232094753580057,Not significant
2, 'how',598.0,0.5098672581458743,Not significant
2, 'complete',75.0,3.2037492957547573,Not significant
14, 'to',1057.0,8.677616120676621,0.01
4, 'all',37.0,16.091089089574574,0.0001
4, 'full',20.0,20.497912312649902,0.0001
2, 'dox',0.0,20.95603234766712,0.0001
4, 'about',11.0,24.631641656385273,0.0001
4, 'become',7.0,27.565940644517994,0.0001
4, 'god',0.0,41.91206469533424,0.0001
18, 'guide',406.0,43.96201852400806,0.0001
12, 'noob',17.0,86.58091703607411,0.0001
12, 'expert',6.0,102.88551972025893,0.0001
12, 'revenge',2.0,114.27421573821708,0.0001
22, 'doxing',0.0,230.5163558243383,0.0001
