freq,word,exfreq,LL,sig
1, 'v.2',8.0,3.9446450988595734,0.05
2, 'marijuana',49.0,3.99175742312385,0.05
2, 'or',43.0,4.426850729962067,0.05
2, 'methods',39.0,4.757285196990852,0.05
2, 'tutorials',32.0,5.437930839642796,0.05
2, 'an',30.0,5.662654559399693,0.05
4, 'pack',127.0,6.315034003430186,0.05
1, 'paper',2.0,6.3282199277460744,0.05
1, 'guns',2.0,6.3282199277460744,0.05
1, 'paperboard',2.0,6.3282199277460744,0.05
2, 'not',21.0,6.92064106071696,0.01
10, 'how',590.0,7.003957736701459,0.01
2, 'ebook',19.0,7.276732137508651,0.01
1, 'extract',1.0,7.361996567521969,0.01
2, 'safely',9.0,9.927143226523476,0.01
1, 'stealth',0.0,10.12186564200855,0.01
2, 'super',5.0,11.9315552825895,0.001
5, 'drugs',94.0,12.205042963296465,0.001
11, 'guide',413.0,14.541174334842594,0.001
2, 'caught',2.0,14.723993135043939,0.001
21, 'to',1050.0,19.192614726640084,0.0001
2, 'wor',0.0,20.2437312840171,0.0001
2, 'concealment',0.0,20.2437312840171,0.0001
2, 'stealthy',0.0,20.2437312840171,0.0001
2, 'smuggiling',0.0,20.2437312840171,0.0001
2, 'mail',0.0,20.2437312840171,0.0001
4, 'usps',0.0,40.4874625680342,0.0001
9, 'ship',0.0,91.09679077807695,0.0001
11, 'smuggling',0.0,111.34052206209407,0.0001
13, 'postal',0.0,131.58425334611115,0.0001
