freq,word,exfreq,LL,sig
4, 'not',19,3.874984384638534,0.05
2, 'per',4,4.278356056757339,0.05
6, 'fr',33,4.735858101716553,0.05
7, 'bible',41,5.008378669370641,0.05
2, 'than',3,5.068624854611133,0.05
4, 'personal',15,5.100723727430655,0.05
1, 'godzilla',0,5.722693934964753,0.05
1, 'frauding',0,5.722693934964753,0.05
1, 'macy',0,5.722693934964753,0.05
1, 'pizza',0,5.722693934964753,0.05
2, '+++',2,6.135779528632737,0.05
2, '6.5',2,6.135779528632737,0.05
4, 'paypal',190,6.300377135596946,0.05
1, 'hacking',105,6.772657433383076,0.01
4, 'game',11,6.788950664821355,0.01
2, 'your',140,6.91280778681204,0.01
27, 'make',248,7.1350501841654435,0.01
4, 'btc',202,7.228778259059574,0.01
2, 'but',1,7.744087411752025,0.01
2, 'cas',1,7.744087411752025,0.01
2, 'australia',1,7.744087411752025,0.01
2, 'part',1,7.744087411752025,0.01
4, 'month',9,7.902550691192701,0.01
12, 'ultimate',72,8.25327346170489,0.01
17, 'pack',114,9.594037028974647,0.01
6, 'fake',16,10.438801229894633,0.01
4, 'and',242,10.507735895049834,0.01
5, 'more',10,10.695890141893349,0.01
8, 'mobile',27,11.33362549953793,0.001
2, 'weeks★company',0,11.445387869929506,0.001
2, 'phisher',0,11.445387869929506,0.001
2, 'pcs',0,11.445387869929506,0.001
2, 'package+antidetect',0,11.445387869929506,0.001
2, 'old',0,11.445387869929506,0.001
2, 'minecraft',0,11.445387869929506,0.001
2, 'invoice',0,11.445387869929506,0.001
2, 'dominos',0,11.445387869929506,0.001
2, 'unversity',0,11.445387869929506,0.001
2, 'fraudpack',0,11.445387869929506,0.001
2, 'eat',0,11.445387869929506,0.001
2, 'curre',0,11.445387869929506,0.001
2, 'craigslist',0,11.445387869929506,0.001
2, 'begainners',0,11.445387869929506,0.001
2, 'barcode',0,11.445387869929506,0.001
2, 'alot',0,11.445387869929506,0.001
2, 'all-in-one',0,11.445387869929506,0.001
2, 'alibaba.com',0,11.445387869929506,0.001
2, '60,0,11.445387869929506,0.001
2, '4-6',0,11.445387869929506,0.001
2, '1k+',0,11.445387869929506,0.001
2, '100k',0,11.445387869929506,0.001
2, '+++how',0,11.445387869929506,0.001
2, 'phising',0,11.445387869929506,0.001
2, 'players',0,11.445387869929506,0.001
2, 'grabbing',0,11.445387869929506,0.001
2, 'scam★',0,11.445387869929506,0.001
2, 'ultra-fraud',0,11.445387869929506,0.001
2, 'tutorial2',0,11.445387869929506,0.001
2, 'tutorial1',0,11.445387869929506,0.001
2, 'trai',0,11.445387869929506,0.001
2, 'thief',0,11.445387869929506,0.001
2, 'techniqu',0,11.445387869929506,0.001
2, 'save',0,11.445387869929506,0.001
2, 'superdeal',0,11.445387869929506,0.001
2, 'still',0,11.445387869929506,0.001
2, 'supe',0,11.445387869929506,0.001
4, 'barrybusiness',4,12.271559057265474,0.001
4, 'for',270,12.936615116955117,0.001
8, 'basic',23,13.087188087859344,0.001
6, 'fullz',11,13.55734961168335,0.001
4, 'bypass',3,13.6834159288266,0.001
4, 'keys',2,15.48817482350405,0.0001
4, 'cracked',2,15.48817482350405,0.0001
4, 'verification',2,15.48817482350405,0.0001
6, 'samsung',8,16.157013090906485,0.0001
7, '2017',12,16.464092637211692,0.0001
3, 'localbitcoins.com',0,17.16808180489426,0.0001
6, 'iphone',7,17.21582789443939,0.0001
4, 'origin',1,18.00453605606853,0.0001
6, 'become',5,19.766883121259013,0.0001
6, 'go',4,21.34706847596898,0.0001
4, '2016-2017',0,22.890775739859013,0.0001
4, '5k+',0,22.890775739859013,0.0001
4, 'steam',0,22.890775739859013,0.0001
4, 'tutori',0,22.890775739859013,0.0001
4, 'webcam',0,22.890775739859013,0.0001
4, '15.67',0,22.890775739859013,0.0001
4, '2450+',0,22.890775739859013,0.0001
4, 'selfie',0,22.890775739859013,0.0001
4, 'december',0,22.890775739859013,0.0001
4, 'dating',0,22.890775739859013,0.0001
4, 'deepwebcarding',0,22.890775739859013,0.0001
4, 'even',0,22.890775739859013,0.0001
4, 'cashou',0,22.890775739859013,0.0001
6, 'gb',2,25.57437039907038,0.0001
14, 'easy',35,25.609754713850226,0.0001
8, 'the',541,25.961629491969425,0.0001
7, 'darknet',4,26.10939672528822,0.0001
5, 'order',0,28.613469674823765,0.0001
6, 'driver',1,28.712319705342185,0.0001
6, 'uber',1,28.712319705342185,0.0001
19, 'complete',58,29.516724222873385,0.0001
10, 'check',10,30.678897643163687,0.0001
7, '75,2,30.759715064898288,0.0001
8, 'torso',4,30.9763496470081,0.0001
12, 'items',16,32.31402618181297,0.0001
23, 'get',77,32.83610267731683,0.0001
6, 'advanced/beginners',0,34.33616360978852,0.0001
6, 'cs',0,34.33616360978852,0.0001
6, 's8',0,34.33616360978852,0.0001
6, '725+',0,34.33616360978852,0.0001
4, 'carding',493,34.41247422942034,0.0001
8, 'college',0,45.781551479718026,0.0001
8, 'pay-per-call',0,45.781551479718026,0.0001
8, 'offers',0,45.781551479718026,0.0001
12, 'website',4,51.14874079814076,0.0001
12, 'walmart',4,51.14874079814076,0.0001
22, 'on',38,51.51614815001678,0.0001
28, 'free',64,54.7050305436885,0.0001
12, 'biggest',2,57.42463941068437,0.0001
19, 'package',19,58.28990552201101,0.0001
30, 'amazon',54,68.54608155787231,0.0001
12, 'return',0,68.67232721957704,0.0001
16, 'stuff',1,84.07447292478909,0.0001
16, 'scamming',0,91.56310295943605,0.0001
18, 'localbitcoins',0,103.00849082936556,0.0001
24, 'refund',2,123.47837614416099,0.0001
