freq,word,exfreq,LL,sig
0,how,0,0,Not significant
0,the,0,0,Not significant
0,to,0,0,Not significant
1,you,116,1,Not significant
1,from,116,1,Not significant
1,be,60,2,Not significant
1,tutorial,87,2,Not significant
1,buy,52,3,Not significant
1,this,46,3,Not significant
1,noob,21,4,0.05
1,will,11,5,0.05
1,site,11,5,0.05
1,expert,7,6,0.05
1,fbi,9,6,0.05
1,don,5,7,0.01
1,agents,2,8,0.01
2,about,54,8,0.01
2,all,51,8,0.01
1,revenge,1,9,0.01
5,guide,460,10,0.01
2,full,22,11,0.001
1,dox,0,12,0.001
1,doxxed,0,12,0.001
1,doxx,0,12,0.001
2,become,13,13,0.001
3,complete,64,13,0.001
2,god,6,16,0.0001
8,doxing,0,102,0.0001
