freq,word,exfreq,LL,sig
2,node,3,7,0.01
13,on,151,7,0.01
4,network,18,7,0.01
2,term,3,7,0.01
4,art,17,7,0.01
2,sock5,3,7,0.01
7,be,54,7,0.01
3,really,10,7,0.01
2,smartphone,2,8,0.01
2,download,2,8,0.01
12,vpn,126,8,0.01
3,enough,8,8,0.01
2,extreme,1,9,0.01
2,compromised,1,9,0.01
2,settings,1,9,0.01
2,exit,1,9,0.01
3,like,5,10,0.01
3,users,5,10,0.01
4,work,12,10,0.01
3,chaining,4,11,0.001
4,onion,8,12,0.001
3,files,3,12,0.001
12,tails,94,13,0.001
2,tbb,0,13,0.001
8,socks,42,13,0.001
2,detected,0,13,0.001
2,downloading,0,13,0.001
2,unofficial,0,13,0.001
3,chain,1,15,0.001
3,proxychains,1,15,0.001
3,disable,1,15,0.001
3,chrome,1,15,0.001
15,is,115,16,0.0001
7,over,23,16,0.0001
11,not,54,19,0.0001
4,browsing,2,19,0.0001
3,attempts,0,20,0.0001
5,bundle,5,20,0.0001
5,access,5,20,0.0001
3,upcoming,0,20,0.0001
6,possible,9,21,0.0001
6,update,8,22,0.0001
7,through,10,25,0.0001
6,dark,3,29,0.0001
24,browser,2,149,0.0001
152,tor,12,950,0.0001
