freq,word,exfreq,LL,sig
1, 'de',24.0,0.01053608885364371,Not significant
41, '...',910.0,0.0245657186606969,Not significant
1, 'business',26.0,0.0342010775711199,Not significant
1, 'amphetamine',27.0,0.05042425367292813,Not significant
2, 'megapack',51.0,0.054289958408963,Not significant
4, 'guides',75.0,0.07518704604741311,Not significant
5, 'get',95.0,0.07781384456785667,Not significant
2, 'big',35.0,0.08042991263477395,Not significant
1, 'art',31.0,0.14005173639820345,Not significant
1, 'getting',14.0,0.15670072609559216,Not significant
1, 'introduction',14.0,0.15670072609559216,Not significant
2, 'tutorials',32.0,0.15763066564366468,Not significant
1, 'buy',32.0,0.16785575445920053,Not significant
1, 'way',13.0,0.20936540014459948,Not significant
2, 'an',30.0,0.22716529178143574,Not significant
1, 'through',12.0,0.2730494417211733,Not significant
3, 'free',89.0,0.3184211015599887,Not significant
1, 'chemistry',10.0,0.44135061000035636,Not significant
4, 'on',56.0,0.6268029043823686,Not significant
1, 'modern',8.0,0.6837386373834928,Not significant
1, 'analysis',8.0,0.6837386373834928,Not significant
1, 'story',8.0,0.6837386373834928,Not significant
8, 'pack',123.0,0.7969857894579722,Not significant
1, 'easy',48.0,0.812191977384751,Not significant
8, 'and',238.0,0.8651904101622971,Not significant
4, 'your',138.0,0.9816577074747967,Not significant
2, 'ebook',19.0,0.9877028549851774,Not significant
2, 'recipes',19.0,0.9877028549851774,Not significant
2, '★★★',19.0,0.9877028549851774,Not significant
1, 'open',6.0,1.0404595173948132,Not significant
17, 'of',277.0,1.1905285273889818,Not significant
1, 'syntheses',5.0,1.2850392724741193,Not significant
2, 'cookbook',16.0,1.3674772747669857,Not significant
1, 'fbi',4.0,1.5974353489251323,Not significant
1, 'overview',4.0,1.5974353489251323,Not significant
1, 'processing',4.0,1.5974353489251323,Not significant
6, 'complete',71.0,1.7091458554281047,Not significant
3, 'my',26.0,1.7783130467099575,Not significant
2, 'essential',13.0,1.8742561246012777,Not significant
1, 'pics',3.0,2.012464232793781,Not significant
1, 'future',3.0,2.012464232793781,Not significant
1, 'scientific',3.0,2.012464232793781,Not significant
1, 'love',3.0,2.012464232793781,Not significant
1, 'gu',3.0,2.012464232793781,Not significant
13, 'guide',411.0,2.0401060172280694,Not significant
2, 'gold',11.0,2.3114631821062916,Not significant
2, 'speed',10.0,2.5700785449482386,Not significant
1, 'successfully',2.0,2.6017461854126074,Not significant
1, 'around',2.0,2.6017461854126074,Not significant
1, 'genetics',2.0,2.6017461854126074,Not significant
1, 'brain',2.0,2.6017461854126074,Not significant
4, 'web',32.0,2.7349545495339713,Not significant
2, 'safely',9.0,2.8621684759043666,Not significant
2, 'great',9.0,2.8621684759043666,Not significant
18, 'how',582.0,3.19590992881556,Not significant
1, 'ayahuasca',1.0,3.557928278378939,Not significant
1, 'manifesto',1.0,3.557928278378939,Not significant
1, 'successful',1.0,3.557928278378939,Not significant
2, 'other',7.0,3.577893391013479,Not significant
6, 'edition',51.0,3.6867243945158625,Not significant
2, 'definitive',6.0,4.024928465587562,0.05
3, 'world',14.0,4.141032405371116,0.05
4, '2nd',23.0,4.385935756633637,0.05
2, 'history',5.0,4.55620234473213,0.05
2, 'super',5.0,4.55620234473213,0.05
2, 'ed',4.0,5.203492370825215,0.05
2, 'ecstasy',4.0,5.203492370825215,0.05
2, 'pr',3.0,6.021231525707639,0.05
2, 'social',3.0,6.021231525707639,0.05
2, 'snow',3.0,6.021231525707639,0.05
2, 'otto',3.0,6.021231525707639,0.05
2, 'narcotics',3.0,6.021231525707639,0.05
2, 'etc',3.0,6.021231525707639,0.05
1, '-hofmann',0.0,6.240202806055956,0.05
1, 'james',0.0,6.240202806055956,0.05
1, 'hashmaking',0.0,6.240202806055956,0.05
1, 'drogas',0.0,6.240202806055956,0.05
1, 'doctor',0.0,6.240202806055956,0.05
1, 'hongos',0.0,6.240202806055956,0.05
1, 'chemical',0.0,6.240202806055956,0.05
1, 'jesse',0.0,6.240202806055956,0.05
1, 'blotter',0.0,6.240202806055956,0.05
1, 'aprendiendo',0.0,6.240202806055956,0.05
1, 'las',0.0,6.240202806055956,0.05
1, 'lee',0.0,6.240202806055956,0.05
1, 'analoge-ott',0.0,6.240202806055956,0.05
1, 'ls',0.0,6.240202806055956,0.05
1, 'fadim',0.0,6.240202806055956,0.05
1, 'almo',0.0,6.240202806055956,0.05
1, 'microgram',0.0,6.240202806055956,0.05
1, 'mex',0.0,6.240202806055956,0.05
1, 'professor',0.0,6.240202806055956,0.05
1, 'addiction',0.0,6.240202806055956,0.05
1, 'opio',0.0,6.240202806055956,0.05
1, 'ages',0.0,6.240202806055956,0.05
1, 'venturas',0.0,6.240202806055956,0.05
1, 'explorer',0.0,6.240202806055956,0.05
1, 'smoker',0.0,6.240202806055956,0.05
1, 'revolutio',0.0,6.240202806055956,0.05
4, 'weed',16.0,6.389741395700529,0.05
1, 'in',133.0,6.463792403045796,0.05
31, 'to',1040.0,6.652752753680332,0.01
2, 'sleep',2.0,7.115856556757878,0.01
2, 'as',2.0,7.115856556757878,0.01
2, 'diet',2.0,7.115856556757878,0.01
2, 'd.',2.0,7.115856556757878,0.01
3, 'magic',7.0,7.135521739009345,0.01
5, 'mdma',22.0,7.31298261853372,0.01
1, 'with',145.0,7.37541278078905,0.01
3, 'psychedelic',6.0,7.805238556237822,0.01
4, 'heroin',12.0,8.049856931175125,0.01
2, 'body',1.0,8.751634796905797,0.01
2, 'me',1.0,8.751634796905797,0.01
2, 'grower',1.0,8.751634796905797,0.01
2, 'field',1.0,8.751634796905797,0.01
2, 'delicious',1.0,8.751634796905797,0.01
3, 'series',3.0,10.673784835136816,0.01
3, 'pot',3.0,10.673784835136816,0.01
4, '2.0',6.0,12.042463051415279,0.001
3, 'almost',2.0,12.171120137200834,0.001
2, 'rick',0.0,12.480405612111912,0.001
2, 'ritalin',0.0,12.480405612111912,0.001
2, 'sacred',0.0,12.480405612111912,0.001
2, 'therapeutics',0.0,12.480405612111912,0.001
2, 'smoke',0.0,12.480405612111912,0.001
2, 'third',0.0,12.480405612111912,0.001
2, 'strassman',0.0,12.480405612111912,0.001
2, 'uses',0.0,12.480405612111912,0.001
2, 'second',0.0,12.480405612111912,0.001
2, 'reflections',0.0,12.480405612111912,0.001
2, 'magazines',0.0,12.480405612111912,0.001
2, 'reconsidered',0.0,12.480405612111912,0.001
2, '43',0.0,12.480405612111912,0.001
2, 'hal',0.0,12.480405612111912,0.001
2, 'enhancement',0.0,12.480405612111912,0.001
2, 'dr',0.0,12.480405612111912,0.001
2, 'dosing',0.0,12.480405612111912,0.001
2, 'disease',0.0,12.480405612111912,0.001
2, 'abused',0.0,12.480405612111912,0.001
2, 'acid',0.0,12.480405612111912,0.001
2, 'hallucinogens',0.0,12.480405612111912,0.001
2, 'designer',0.0,12.480405612111912,0.001
2, 'aids',0.0,12.480405612111912,0.001
2, 'alzheimer',0.0,12.480405612111912,0.001
2, 'anti-anxiety',0.0,12.480405612111912,0.001
2, 'codeine',0.0,12.480405612111912,0.001
