freq,word,exfreq,LL,sig
3, 'the',546,0.24663561420336144,Not significant
5, '...',946,0.3160662807004049,Not significant
1, 'guides',78,0.9261296273069821,Not significant
1, 'items',27,2.610462947401382,Not significant
3, 'pack',128,5.5070471545960045,0.05
2, 'ultra',18,9.182185675800563,0.01
2, 'biggest',12,10.65359021696645,0.01
1, '37,0,11.019766082104358,0.001
1, 'terminator',0,11.019766082104358,0.001
1, 'temp',0,11.019766082104358,0.001
8, 'guide',416,12.158945271933637,0.001
4, 'ultimate',80,12.565224991742179,0.001
2, 'websites',6,13.090827332724373,0.001
4, 'new',36,18.364371351601125,0.0001
4, 'by',32,19.222660000607632,0.0001
2, 'pictures+videos',0,22.039532164208715,0.0001
2, 'whoring',0,22.039532164208715,0.0001
2, '1500+',0,22.039532164208715,0.0001
4, '||',6,30.667488470648895,0.0001
4, 'e-whore',0,44.07906432841743,0.0001
4, 'paradise',0,44.07906432841743,0.0001
4, 'theshop™',0,44.07906432841743,0.0001
4, '80+',0,44.07906432841743,0.0001
6, 'e-whoring',0,66.11859649262615,0.0001
8, 'autopilot',2,78.16629934687664,0.0001
8, 'ewhoring',0,88.15812865683486,0.0001
